Produccion,Hours,Demanda
15504,21,21030
15613,22,19975
15590,23,19723
15704,24,19436
15842,1,18394
15844,2,18064
15980,3,17374
15806,4,17793
15690,5,17793
15291,6,17893
15346,7,18152
15350,8,18574
14942,9,18772
14910,10,19076
14759,11,19784
14759,12,20583
15112,13,19675
15205,14,19419
15642,15,19320
15376,16,19310
15549,17,18963
15966,18,20419
15804,19,20965
16032,20,22238
16495,21,20820
16447,22,19776
16542,23,19523
16582,24,19242
16533,1,17887
16471,2,17635
16097,3,17148
15681,4,17295
15208,5,17269
14928,6,17367
15129,7,17618
15503,8,18029
15757,9,18218
16403,10,18513
16311,11,19204
16452,12,19974
16391,13,19406
16470,14,19124
16499,15,18961
16336,16,18797
16387,17,18422
16637,18,19820
16663,19,20351
16688,20,21586
16592,21,20211
16609,22,19197
16439,23,18951
16271,24,18678
15228,1,17935
14504,2,17615
14163,3,16925
13578,4,17360
13278,5,17360
13248,6,17457
13540,7,17708
14126,8,18123
14892,9,18311
15459,10,18605
15945,11,19300
15991,12,20073
16014,13,19201
16081,14,18947
16172,15,18849
16107,16,18838
16086,17,18499
16626,18,19924
16672,19,20454
16607,20,21699
16313,21,20316
16461,22,19294
16173,23,19049
15601,24,18774
14998,1,17669
14326,2,17353
13631,3,16673
13311,4,17103
13069,5,17103
13108,6,17200
13149,7,17447
13724,8,17854
14013,9,18042
14688,10,18333
15344,11,19018
15679,12,19780
16118,13,18922
16189,14,18672
16098,15,18574
15967,16,18563
15912,17,18229
16461,18,19632
16613,19,20158
16602,20,21383
16365,21,20023
16274,22,19014
16304,23,18769
16132,24,18497
15220,1,17376
14328,2,16925
13756,3,16273
13413,4,16776
13260,5,16829
13221,6,16946
13251,7,17216
13946,8,17717
14038,9,17886
14019,10,18379
14356,11,19052
14761,12,19805
15261,13,18831
15236,14,18710
15440,15,18569
15618,16,18160
15837,17,18923
16054,18,20065
16042,19,21431
16233,20,20387
16259,21,19719
16050,22,18469
16010,23,18305
15844,24,18038
15278,1,17558
14767,2,16906
14503,3,16255
14278,4,16040
13952,5,15821
13872,6,15356
14243,7,15842
14415,8,16268
14460,9,16650
14572,10,18422
13785,11,20090
13042,12,20907
13909,13,19289
14720,14,19073
14839,15,19073
14798,16,18856
14917,17,19504
15235,18,20590
15749,19,21608
15863,20,20573
16031,21,19841
16010,22,19537
15971,23,19254
15935,24,18954
15776,1,17690
15734,2,17094
15017,3,16328
14866,4,16084
14725,5,15875
14702,6,15483
14843,7,15951
14924,8,16452
14038,9,17072
13332,10,18684
13947,11,20050
14128,12,20773
14144,13,19564
14204,14,19379
14477,15,19299
14285,16,19047
14332,17,19699
15589,18,20710
15841,19,21812
15750,20,20692
15940,21,19977
15816,22,19629
15905,23,19210
15830,24,18808
15550,1,17694
15382,2,17225
15291,3,16781
15008,4,17054
14802,5,17109
14606,6,17230
14765,7,17504
14909,8,18015
15089,9,18192
14946,10,18724
15080,11,19425
14459,12,20198
14675,13,19392
13555,14,18956
15084,15,19001
15443,16,18542
15811,17,19224
15946,18,20299
16145,19,21789
16201,20,20728
16105,21,19894
16148,22,18605
16120,23,18498
16070,24,18162
16019,1,17603
15731,2,17181
15279,3,16444
14929,4,16773
14497,5,16828
14083,6,16945
14114,7,17215
14662,8,17717
15288,9,17887
15471,10,18397
15518,11,19104
15802,12,19858
15711,13,18920
15670,14,18690
15635,15,18568
15608,16,18205
15655,17,18932
15950,18,19995
16101,19,21427
16031,20,20385
16219,21,19580
16100,22,18356
16074,23,18231
16005,24,17893
15755,1,17547
15477,2,17181
15107,3,16681
14759,4,16744
14273,5,16688
14141,6,16747
14108,7,17081
14645,8,17588
14848,9,17982
15390,10,18602
15244,11,19288
15331,12,19775
15248,13,19440
15267,14,19289
15135,15,19034
15034,16,18613
15324,17,19464
15579,18,20449
15656,19,21857
15514,20,20687
15700,21,20131
15854,22,18792
15566,23,18466
15478,24,18110
15356,1,17332
14929,2,16982
14501,3,16477
14178,4,16529
13995,5,16475
13765,6,16538
13644,7,16871
14215,8,17374
14763,9,17762
15222,10,18368
15311,11,19045
15454,12,19528
15487,13,19140
15351,14,18979
15244,15,18754
15345,16,18378
15499,17,19212
15809,18,20191
15815,19,21585
15795,20,20426
15833,21,19848
15790,22,18489
15547,23,18173
15243,24,17877
15150,1,17125
14715,2,16682
14269,3,16031
13894,4,16526
13623,5,16580
13477,6,16694
13660,7,16958
14332,8,17457
14805,9,17623
14936,10,18116
15109,11,18780
15112,12,19528
15482,13,18619
15484,14,18372
15291,15,18151
15286,16,17802
15558,17,18568
15877,18,19641
16139,19,21112
16266,20,20086
16228,21,19277
16075,22,17992
15716,23,17858
15020,24,17529
14260,1,17054
13627,2,16610
13110,3,15962
12750,4,16455
12405,5,16509
12324,6,16623
12508,7,16887
13064,8,17381
13670,9,17548
14188,10,18039
14644,11,18701
15113,12,19441
15390,13,18475
15348,14,18216
15398,15,18042
15242,16,17726
15350,17,18489
15731,18,19556
15634,19,21022
15633,20,19999
15438,21,19194
15154,22,17893
14659,23,17785
14360,24,17455
13382,1,17054
12716,2,16610
12260,3,15962
11911,4,16455
11871,5,16509
11731,6,16623
11921,7,16887
12440,8,17381
13014,9,17548
13538,10,18039
13641,11,18701
14107,12,19441
14820,13,18475
14717,14,18216
14604,15,18042
14257,16,17726
14489,17,18489
15130,18,19556
14900,19,21022
14811,20,19999
14647,21,19194
14478,22,17893
14173,23,17785
13871,24,17455
12801,1,15661
12223,2,15255
11814,3,14659
11384,4,15114
11323,5,15164
11259,6,15266
11413,7,15508
11940,8,15962
12371,9,16117
13204,10,16567
13870,11,17172
14384,12,17863
14565,13,16999
14540,14,16762
14337,15,16596
14172,16,16302
14653,17,16993
15330,18,17975
15081,19,19310
14799,20,18369
14707,21,17628
14681,22,16492
14340,23,16383
14087,24,16079
13000,1,14252
12462,2,13891
12079,3,13369
11868,4,13744
11699,5,13783
11588,6,13882
11819,7,14101
12457,8,14497
13299,9,14643
14385,10,15046
14667,11,15622
14923,12,16242
14978,13,15466
15054,14,15344
15184,15,15187
15082,16,14979
15216,17,15509
15828,18,16410
15685,19,17535
15478,20,16681
15356,21,16029
15225,22,15135
14879,23,14965
14515,24,14719
13386,1,14520
12921,2,14142
12445,3,13594
12196,4,14013
12037,5,14058
11806,6,14155
12030,7,14379
12606,8,14798
13140,9,14942
14002,10,15410
13919,11,16006
14258,12,16643
14734,13,15936
14927,14,15796
14969,15,15751
15035,16,15595
15434,17,15915
15655,18,16900
15730,19,17900
15539,20,17029
15334,21,16395
15128,22,15641
14940,23,15369
14542,24,15017
13339,1,14481
12836,2,14096
12468,3,13474
12035,4,13787
11866,5,13831
12029,6,14022
12661,7,14243
13188,8,14661
13733,9,14803
13863,10,15292
14242,11,15873
14449,12,16605
15215,13,15879
15077,14,15637
15005,15,15519
14794,16,15400
15164,17,15974
15691,18,16805
15534,19,17749
15404,20,16883
15378,21,16466
15188,22,15670
14673,23,15495
14319,24,15153
12907,1,14721
12297,2,14352
11890,3,13986
11726,4,14241
11763,5,14269
11934,6,14369
12361,7,14597
12886,8,15024
13283,9,15168
13273,10,15575
13794,11,16147
14064,12,16806
14287,13,16302
14323,14,16025
13947,15,15917
13966,16,15726
14518,17,16186
14877,18,16998
14386,19,18179
14151,20,17291
13652,21,16710
12472,22,15865
11771,23,15584
11139,24,15246
10254,1,13830
9853,2,13419
9694,3,12856
9560,4,12921
9708,5,13006
10172,6,13104
10756,7,13352
11354,8,13747
11650,9,14075
12058,10,14507
12587,11,15025
12830,12,15650
13283,13,15177
13639,14,15136
13852,15,14714
13716,16,14519
14207,17,15134
15005,18,15893
14775,19,16335
14444,20,15526
14293,21,15154
13895,22,14261
13267,23,13872
12807,24,13546
11648,1,11588
11010,2,11268
10553,3,11014
10416,4,10893
10473,5,11176
10948,6,12107
11435,7,12377
11978,8,12781
12263,9,13012
12480,10,13281
12970,11,13774
13189,12,14605
13347,13,14116
13482,14,14085
13611,15,14094
13717,16,13844
14303,17,14509
14696,18,15241
14255,19,15521
13815,20,14945
13673,21,14729
13328,22,14287
12731,23,13804
12068,24,13400
10941,1,11919
10571,2,11270
10122,3,10813
9879,4,10673
10023,5,10738
10584,6,11208
10942,7,11887
10812,8,12577
10942,9,13264
10954,10,13715
11664,11,14415
12356,12,14879
12475,13,14965
11943,14,14856
11768,15,14465
11978,16,14512
12860,17,15085
13377,18,15590
12930,19,15104
12527,20,14585
12257,21,14253
11882,22,13810
11236,23,13051
10582,24,12344
10032,1,11115
9432,2,10745
9123,3,10300
8976,4,10053
9052,5,10203
9324,6,10804
9887,7,11209
10686,8,11381
11406,9,11986
12079,10,12136
12521,11,12846
12574,12,13424
11866,13,13357
10294,14,12837
9499,15,12686
9603,16,12879
11238,17,13647
11721,18,14131
11371,19,13638
10955,20,13059
10485,21,12710
9875,22,12271
9455,23,11509
8989,24,10797
8295,1,10134
7975,2,9546
7549,3,9215
7535,4,9069
7780,5,9146
8231,6,9429
8935,7,10032
9778,8,10932
10395,9,11827
11269,10,12630
11708,11,13364
11864,12,13537
11736,13,13251
11548,14,12231
11624,15,11457
11771,16,11498
12349,17,12438
12741,18,12598
12291,19,12052
11731,20,11659
10806,21,11049
9808,22,10321
9549,23,9755
9142,24,9252
7516,1,8496
7384,2,8164
7390,3,7757
7204,4,7719
7513,5,7958
8267,6,8397
8866,7,9142
9427,8,10134
9902,9,10995
9821,10,12135
10245,11,12735
10267,12,12909
10018,13,12670
10221,14,12273
10458,15,12336
10708,16,12450
11117,17,13026
11469,18,13423
11123,19,12902
10824,20,12219
10453,21,11569
9903,22,10911
9210,23,10179
8661,24,9650
7935,1,7773
7604,2,7944
7297,3,7716
7294,4,7557
7617,5,7833
8302,6,8556
9388,7,9126
9751,8,9882
9996,9,10613
10397,10,10521
11094,11,11414
11286,12,12044
11311,13,11959
11183,14,11857
11035,15,11854
11104,16,11531
11760,17,12093
12013,18,13277
11769,19,12743
11223,20,11706
10908,21,11286
10408,22,10516
9617,23,9720
9078,24,9084
8056,1,8123
7739,2,7832
7327,3,7600
7313,4,7617
7430,5,7944
8357,6,8690
9508,7,9793
9860,8,10370
10294,9,10847
10730,10,11408
10948,11,12135
11075,12,12339
11024,13,12401
10683,14,11977
10916,15,11784
11348,16,11758
11885,17,12417
11916,18,12717
11746,19,12352
11232,20,11662
10839,21,11300
10169,22,10744
9543,23,9848
9189,24,9273
7721,1,8233
6973,2,7902
6687,3,7499
6644,4,7465
6720,5,7578
7531,6,8631
8406,7,9786
9043,8,10263
9412,9,11072
9833,10,11533
10327,11,11851
10820,12,12107
10939,13,12430
10996,14,12169
11112,15,12266
11295,16,12383
11810,17,12789
12102,18,12862
11920,19,12495
11344,20,11689
10745,21,11448
10223,22,10756
9513,23,9932
8893,24,9421
7897,1,8020
7359,2,7321
7071,3,7081
7112,4,7036
7407,5,7244
8146,6,7970
9105,7,8951
9829,8,9716
10322,9,10465
10656,10,11077
10948,11,11567
11198,12,11860
11022,13,11957
10929,14,12010
10763,15,11922
10866,16,12005
11630,17,12578
11825,18,12912
11367,19,12408
10727,20,11757
10257,21,11206
9795,22,10562
9204,23,9810
8631,24,9056
7769,1,8005
7351,2,7512
7159,3,7207
7041,4,7231
7274,5,7564
7839,6,8308
8644,7,9315
9388,8,10164
10336,9,10940
11222,10,11393
11753,11,11848
11226,12,12038
10718,13,11998
10327,14,11741
10281,15,11524
10631,16,11550
11480,17,12238
11648,18,12362
11036,19,11835
10418,20,11164
9948,21,10548
9476,22,9998
8798,23,9336
8249,24,8726
7341,1,7896
6994,2,7480
6809,3,7284
6790,4,7134
7225,5,7405
7842,6,7948
8755,7,8760
9636,8,9542
10197,9,10623
10749,10,11668
11260,11,12176
11439,12,11731
11165,13,11187
10869,14,10728
10904,15,10598
11019,16,11006
11858,17,11784
12036,18,11865
11432,19,11297
10840,20,10588
10336,21,10113
9703,22,9632
8896,23,8897
8493,24,8325
7385,1,7476
7087,2,7115
6899,3,6929
6944,4,6910
7485,5,7342
8421,6,7962
9468,7,8900
9963,8,9853
10104,9,10548
10474,10,11201
11072,11,11768
11194,12,11904
11095,13,11604
10965,14,11277
10934,15,11287
10986,16,11415
11800,17,12257
11930,18,12448
11387,19,11852
10841,20,11182
10368,21,10579
9763,22,9913
9047,23,9064
8545,24,8650
7600,1,7531
7189,2,7212
6977,3,7028
6973,4,7149
7463,5,7678
8290,6,8622
9303,7,9683
9780,8,10167
10157,9,10556
10408,10,11229
10781,11,11753
10686,12,11904
10758,13,11847
10730,14,11620
10769,15,11442
11056,16,11430
11826,17,12152
11880,18,12332
11367,19,11706
10842,20,11136
10322,21,10620
9771,22,9970
8939,23,9243
8409,24,8717
7486,1,7657
7020,2,7246
6782,3,7028
6828,4,7027
7345,5,7526
8295,6,8358
9528,7,9439
10091,8,10122
10227,9,10778
10358,10,11297
10666,11,11787
11012,12,11720
10944,13,12091
10625,14,11452
10717,15,11483
10990,16,11668
11791,17,12342
11783,18,12403
11311,19,11779
10843,20,11201
10348,21,10627
9716,22,9979
8899,23,9039
8338,24,8505
7322,1,7539
6926,2,7075
6778,3,6833
6795,4,6881
7283,5,7401
8268,6,8358
9409,7,9592
10000,8,10195
9755,9,10543
9778,10,11202
10166,11,11592
10247,12,11887
10464,13,11498
10543,14,11239
10803,15,11319
11014,16,11463
11584,17,12138
11692,18,12375
11270,19,11855
10738,20,11341
10195,21,10541
9574,22,9865
8800,23,8993
8096,24,8418
7152,1,7383
6787,2,6985
6644,3,6842
6698,4,6854
7076,5,7338
8079,6,8326
9203,7,9513
9899,8,10270
10053,9,10381
10412,10,10707
10813,11,11199
10850,12,11366
10873,13,11336
10784,14,11226
10905,15,11354
11039,16,11444
11848,17,12153
11868,18,12354
11147,19,11588
10529,20,11033
9966,21,10413
9455,22,9783
8635,23,8968
8027,24,8254
7015,1,7290
6725,2,6917
6599,3,6776
6650,4,6830
7084,5,7214
7685,6,8223
8659,7,9377
9737,8,10120
10620,9,10550
11368,10,11044
12007,11,11664
11818,12,11707
11322,13,11731
10925,14,11642
10716,15,11706
10750,16,11602
11488,17,12333
11397,18,12308
10942,19,11537
10426,20,10858
9853,21,10234
9132,22,9675
8654,23,8772
8227,24,8126
7113,1,7094
6665,2,6798
6479,3,6675
6526,4,6727
7062,5,7157
7621,6,7819
8558,7,8761
9659,8,9928
10328,9,11019
10871,10,11955
11281,11,12660
11342,12,12360
11150,13,11908
10913,14,11420
10907,15,11236
11063,16,11205
11713,17,11902
11735,18,11828
11456,19,11218
10941,20,10676
10382,21,10058
9645,22,9294
8707,23,8761
7956,24,8314
6963,1,7175
6536,2,6727
6379,3,6537
6483,4,6587
7150,5,7125
8344,6,7702
9872,7,8685
10077,8,9872
10146,9,10755
10132,10,11472
10408,11,11948
10501,12,12202
10568,13,11911
10546,14,11510
10543,15,11471
10747,16,11595
11794,17,12285
11788,18,12351
11398,19,11826
10827,20,11189
10263,21,10615
9470,22,9812
8515,23,8810
7992,24,8019
6874,1,7048
6505,2,6599
6361,3,6451
6416,4,6556
7025,5,7218
8445,6,8425
9997,7,9982
10093,8,10353
10282,9,10650
10376,10,11130
10163,11,11601
9989,12,11577
10396,13,11162
10764,14,11036
10762,15,11008
10786,16,11255
10891,17,12312
11319,18,12233
11198,19,11681
10714,20,11074
10315,21,10465
9619,22,9597
8696,23,8632
8150,24,8089
6978,1,6951
6571,2,6568
6441,3,6428
6529,4,6486
7141,5,7088
8249,6,8514
9699,7,10073
10006,8,10248
10187,9,10757
10479,10,11258
10616,11,11587
10606,12,11490
10664,13,11720
10588,14,11675
10573,15,11421
10916,16,11582
11906,17,12130
11699,18,12538
11205,19,11909
10790,20,11084
10234,21,10560
9689,22,9778
8794,23,8809
8095,24,8246
6891,1,7096
6535,2,6694
6400,3,6563
6449,4,6651
6748,5,7268
7880,6,8383
9504,7,10009
9821,8,10461
9835,9,10794
9728,10,11160
9780,11,11415
9595,12,11552
9415,13,11492
9491,14,11324
10228,15,11283
10862,16,11548
11415,17,12506
11727,18,12515
11098,19,11809
10800,20,11199
10250,21,10502
9605,22,9914
8593,23,9008
8003,24,8290
7109,1,7062
6562,2,6695
6357,3,6564
6409,4,6608
7057,5,6909
7943,6,8046
9444,7,9688
9957,8,10243
10128,9,10542
10507,10,10984
10814,11,11392
10974,12,11229
10897,13,11376
10714,14,11096
10717,15,11303
11023,16,11580
11825,17,12273
11592,18,12481
10841,19,11586
10365,20,11396
9908,21,10750
9284,22,9900
8441,23,8806
7795,24,8207
7042,1,7191
6548,2,6645
6369,3,6488
6384,4,6544
6940,5,7195
7681,6,8109
8696,7,9620
9703,8,10234
10768,9,10736
11326,10,11293
11883,11,11764
11935,12,11706
11356,13,11368
10901,14,11162
10823,15,11122
10820,16,11383
11403,17,12137
11342,18,11957
11054,19,11197
10419,20,10667
9868,21,10105
9287,22,9454
8627,23,8559
8089,24,7886
7042,1,7139
6668,2,6630
6495,3,6460
6553,4,6471
7110,5,7030
7788,6,7788
8997,7,8828
10024,8,9863
10608,9,11096
10949,10,11824
11313,11,12451
11302,12,12487
11101,13,11908
10809,14,11395
10748,15,11220
11007,16,11284
12045,17,11938
11969,18,11950
11556,19,11382
11048,20,10693
10559,21,10074
9879,22,9464
8963,23,8760
8261,24,8203
7089,1,7122
6506,2,6735
6289,3,6567
6386,4,6645
7133,5,7212
8479,6,7872
10093,7,9191
10277,8,10262
10268,9,11089
10650,10,11790
11018,11,12154
10933,12,12218
10527,13,12077
10263,14,11581
10215,15,11523
10023,16,11629
10892,17,12777
11225,18,12756
11091,19,12200
10678,20,11600
10177,21,10917
9561,22,10245
8698,23,9070
8124,24,8359
6969,1,7213
6442,2,6641
6216,3,6409
6245,4,6507
6992,5,7258
8302,6,8623
9625,7,10305
10034,8,10704
10348,9,11195
10497,10,11516
10470,11,11884
10599,12,11742
10717,13,11295
10489,14,11006
10584,15,11021
10900,16,10945
11344,17,11967
11745,18,12617
11641,19,12296
11099,20,11643
10843,21,11016
10251,22,10272
9225,23,9205
8657,24,8330
7571,1,7105
7002,2,6562
6732,3,6333
6758,4,6379
7599,5,7123
8935,6,8438
10270,7,9938
10314,8,10696
10332,9,11299
10759,10,12093
10774,11,12400
10908,12,12479
11051,13,12820
11056,14,12005
10942,15,12165
10874,16,12371
11230,17,12710
11545,18,13246
11821,19,12953
11618,20,12304
11242,21,11833
10690,22,11122
9898,23,9777
9235,24,8979
8375,1,7826
7792,2,7186
7581,3,6912
7625,4,6928
8440,5,7777
9551,6,9110
10299,7,10835
10536,8,11172
10838,9,11967
11024,10,12919
11059,11,13406
11293,12,13610
11428,13,13648
11449,14,13866
11450,15,13711
11703,16,13556
11980,17,14050
11957,18,14680
11839,19,14669
11711,20,14251
11585,21,13628
11303,22,12608
10526,23,11437
9793,24,10340
8840,1,8961
8220,2,8277
7803,3,7682
7916,4,7730
8732,5,8547
9954,6,9658
10810,7,12024
11102,8,12491
11411,9,14143
11272,10,14649
10532,11,14765
10625,12,15532
10809,13,15560
11091,14,15568
11386,15,15552
11601,16,15784
11802,17,16348
11789,18,16433
11907,19,15844
11782,20,16162
11688,21,15534
11549,22,14551
11043,23,12798
10579,24,12085
9094,1,9356
8534,2,8449
8055,3,7949
8069,4,8057
8827,5,8866
9652,6,10271
10722,7,11966
11360,8,12920
11788,9,13901
12062,10,14176
12026,11,13937
12172,12,14608
12176,13,14637
12044,14,14990
12093,15,15180
12176,16,15084
12255,17,15513
12408,18,15864
12455,19,15783
12406,20,15492
12290,21,14864
11948,22,14171
11345,23,12593
10878,24,11668
9122,1,9540
8493,2,8772
8187,3,8253
8182,4,8272
8922,5,9030
9795,6,9867
10845,7,10947
11631,8,12206
11874,9,13886
11852,10,14770
11802,11,15191
11776,12,15404
11660,13,15678
11517,14,15123
11505,15,15089
11496,16,14982
11761,17,15450
11954,18,16152
11937,19,15843
11796,20,15526
11840,21,14844
11431,22,13852
10873,23,12393
10609,24,11611
9104,1,9572
8473,2,8699
8193,3,8351
8160,4,8338
9062,5,9083
10503,6,9952
11278,7,11138
11367,8,12715
11338,9,14081
11456,10,14625
11537,11,15249
11413,12,15393
11465,13,15167
11394,14,15398
11423,15,15161
11601,16,15178
12172,17,15676
12008,18,15943
11496,19,15747
11825,20,15600
11849,21,15029
11663,22,13777
11066,23,12699
10668,24,11919
9202,1,9919
8617,2,8955
8171,3,8370
8124,4,8332
9047,5,9220
10375,6,10669
10771,7,12476
10278,8,13618
10299,9,14594
10557,10,15208
10717,11,15507
11089,12,15705
11466,13,15294
11934,14,15370
12011,15,15129
12159,16,15363
12595,17,16043
12853,18,15975
12987,19,15876
12884,20,16009
12631,21,15157
12145,22,14368
11270,23,12666
10412,24,11978
9190,1,9852
8557,2,8934
8239,3,8467
8269,4,8324
9143,5,9245
10574,6,10583
11909,7,12534
12352,8,13061
12213,9,14131
12246,10,14971
12349,11,15121
12387,12,15484
12714,13,15794
12711,14,15745
12659,15,15210
12803,16,15363
13143,17,15996
13152,18,16715
13143,19,16387
12719,20,15918
12344,21,15107
11916,22,14245
11249,23,12785
10806,24,11746
9107,1,10121
8337,2,9230
8143,3,8552
8197,4,8481
8844,5,9336
9950,6,10785
10995,7,13383
11615,8,14061
11800,9,14324
11959,10,14826
12296,11,15195
12564,12,15163
12620,13,15286
12434,14,15128
12375,15,14909
12553,16,14928
13077,17,15473
13455,18,15730
13112,19,15814
12577,20,15001
12092,21,14642
11430,22,13876
10479,23,12687
9885,24,12278
8424,1,10056
7722,2,9249
7308,3,9038
7229,4,9071
8012,5,9623
9088,6,10911
10528,7,12446
11089,8,13420
11714,9,13981
12137,10,14478
12373,11,14981
12465,12,14998
11904,13,15054
11605,14,14917
11783,15,14712
12162,16,14774
12783,17,15562
12751,18,15365
12047,19,15021
11545,20,14309
11364,21,13809
10903,22,12960
10182,23,11743
9637,24,11026
8501,1,9493
7879,2,8438
7556,3,7978
7560,4,7943
8156,5,8769
8933,6,9781
10002,7,11525
11055,8,12529
11964,9,13476
12379,10,14052
12687,11,14708
12592,12,14897
12410,13,14124
12166,14,14051
11976,15,13965
12192,16,14184
12648,17,14996
12636,18,14678
12099,19,14244
11933,20,13686
11598,21,13329
11116,22,12572
10139,23,11575
9504,24,10808
8570,1,9292
7821,2,8435
7473,3,7887
7468,4,7870
8132,5,8489
9085,6,9313
10204,7,10645
11158,8,11886
11708,9,13269
11954,10,14031
12047,11,14709
12274,12,14758
12227,13,14289
12089,14,13866
11932,15,13836
12094,16,13999
12850,17,14443
12990,18,14458
12648,19,13802
12266,20,13459
11770,21,13117
11181,22,12452
10149,23,11155
9652,24,10456
8488,1,9261
7984,2,8425
7597,3,7819
7631,4,7811
8391,5,8482
9598,6,9494
10907,7,10621
11361,8,12052
11759,9,13144
11802,10,13698
12002,11,14075
12090,12,14260
11946,13,14075
11809,14,13689
11500,15,13411
12038,16,13806
12628,17,14546
12552,18,14667
12282,19,14282
11804,20,13781
11510,21,13299
10820,22,12205
9921,23,11261
9140,24,10629
7915,1,9066
7146,2,8214
6590,3,7829
6182,4,7852
6363,5,8621
6862,6,9950
7825,7,11656
8545,8,12491
9234,9,13228
10079,10,13729
10776,11,14042
11371,12,14108
11735,13,13777
11859,14,13653
11789,15,13214
11831,16,13669
12169,17,14356
12271,18,14330
12258,19,14004
12030,20,13607
11380,21,13329
10616,22,12414
9592,23,11220
8969,24,10001
7864,1,8791
7247,2,8003
6827,3,7698
6786,4,7401
7436,5,7835
8722,6,8725
10179,7,10378
10722,8,11081
11053,9,12391
11446,10,13027
12068,11,13642
12346,12,14171
12481,13,14565
12442,14,14402
12364,15,14314
12384,16,14479
12474,17,15113
12455,18,15401
12440,19,14939
12452,20,14024
12205,21,13211
11716,22,12531
11008,23,11091
10153,24,10097
8070,1,8410
7133,2,7777
6925,3,7379
7161,4,7342
8014,5,8012
9300,6,9314
10674,7,11031
11332,8,11913
11562,9,13102
11618,10,13360
11638,11,14124
11641,12,14734
11548,13,14902
11668,14,14774
11807,15,14509
11898,16,14727
12044,17,15208
12304,18,15243
12465,19,15396
12314,20,15225
12232,21,14663
12018,22,13647
11284,23,12531
10993,24,11309
9047,1,9532
8293,2,8532
7890,3,8301
7955,4,8132
8762,5,9079
9873,6,10301
10857,7,11814
11359,8,13611
11697,9,14309
11780,10,14555
11769,11,14731
11641,12,15081
11707,13,15322
11616,14,15621
11803,15,15722
12059,16,15300
12619,17,15544
12934,18,16278
12860,19,16623
12848,20,16388
12709,21,15936
12445,22,15010
11591,23,13157
10974,24,12126
9673,1,10170
9001,2,9236
8588,3,8658
8462,4,8506
9111,5,9243
9962,6,10841
11110,7,12731
12102,8,14032
12617,9,14610
12862,10,15366
12868,11,15567
12772,12,15700
12722,13,15635
12661,14,15901
12602,15,15869
12666,16,16057
12782,17,16775
12595,18,16971
12570,19,16601
12268,20,16406
12153,21,15502
11916,22,15021
11125,23,13869
10533,24,12719
9452,1,10683
8856,2,9556
8231,3,9021
8053,4,8791
8688,5,9438
9605,6,10323
10688,7,11490
11208,8,13138
11780,9,15003
12323,10,16392
12524,11,16977
12462,12,17063
12746,13,17247
12805,14,16907
12765,15,16497
12729,16,16506
12665,17,17028
12771,18,17192
12668,19,16880
12516,20,16507
12384,21,15994
12200,22,15194
11703,23,13500
11157,24,12374
9612,1,10672
9115,2,9742
8584,3,8955
8602,4,8710
9362,5,9232
10708,6,10391
11772,7,11508
11977,8,12724
12322,9,14224
12354,10,15575
12339,11,16277
12511,12,16397
12489,13,17052
12287,14,17484
12273,15,17201
12260,16,17131
12123,17,17284
12146,18,17387
12022,19,17472
12092,20,17219
12311,21,16539
11927,22,15908
11747,23,14564
11686,24,13201
10303,1,11346
9550,2,10305
9060,3,9582
9134,4,9406
9992,5,10224
10987,6,11727
11714,7,13584
11803,8,14719
11731,9,16317
11668,10,16719
11729,11,16977
11966,12,17513
11942,13,17638
12081,14,17522
12287,15,17635
12342,16,17558
12457,17,17771
12407,18,18055
12081,19,18083
11626,20,17909
11741,21,17771
11855,22,16746
11707,23,15462
11735,24,14352
10578,1,11912
9803,2,10871
9404,3,10106
9347,4,9939
10148,5,10618
10945,6,12198
11725,7,14692
12195,8,15504
12405,9,16566
12313,10,17207
12283,11,17875
12534,12,18295
12603,13,18269
12558,14,18346
12285,15,18435
12262,16,18113
12438,17,18706
12617,18,19184
12704,19,19117
12677,20,18714
12415,21,18271
12211,22,17473
11959,23,15958
11378,24,14847
10018,1,12735
9511,2,11579
9024,3,10949
8893,4,10540
9702,5,11018
11152,6,12093
12126,7,13118
12463,8,14852
12472,9,16311
12354,10,17931
12530,11,18451
12842,12,18767
12897,13,18756
12812,14,18795
12801,15,18699
12994,16,18779
13468,17,19039
13661,18,19181
13568,19,19170
13425,20,19287
13349,21,18047
13218,22,18074
12590,23,16643
11924,24,14972
10391,1,12617
9555,2,11506
9278,3,10381
9289,4,10130
10157,5,10766
11485,6,12444
12437,7,14154
12827,8,15682
12917,9,16250
13018,10,16614
13123,11,17300
13194,12,17664
13285,13,17727
13295,14,17846
13324,15,17769
13452,16,17756
13652,17,18427
13699,18,18931
13641,19,19091
13418,20,19111
13268,21,18260
12953,22,17135
12383,23,15366
11826,24,14246
10194,1,11794
9454,2,10653
9141,3,10057
8993,4,9954
9635,5,10631
10463,6,11991
11576,7,14389
12645,8,15619
13052,9,16563
13332,10,16920
13433,11,17118
13464,12,17613
13426,13,17671
13265,14,17789
13289,15,17667
13360,16,17739
13499,17,18262
13530,18,18610
13390,19,18342
13027,20,18379
12484,21,17735
12230,22,16787
11803,23,15187
11712,24,14014
10221,1,11618
9578,2,10438
9207,3,9701
9046,4,9577
9474,5,10233
10110,6,11075
10792,7,12537
10794,8,14294
10765,9,15775
10934,10,16599
11570,11,17705
11656,12,17982
11636,13,18453
11672,14,18220
11911,15,18084
12121,16,17913
