Produccion,Hours,Demanda
16020,1,23587
16012,2,22565
16123,3,21616
16160,4,20810
16388,5,20404
16411,6,20804
16172,7,21810
16054,8,23164
15736,9,24656
15446,10,26107
15046,11,27112
14977,12,27774
14527,13,27764
14649,14,27430
12559,15,27141
13381,16,27071
14531,17,27354
15092,18,27769
15625,19,28152
15979,20,27973
16286,21,27399
16267,22,26632
16208,23,25894
16210,24,25076
16146,1,24098
16303,2,23051
16462,3,21951
16706,4,21077
16719,5,20522
16725,6,20981
16695,7,22098
16513,8,23685
16488,9,25209
16246,10,26691
16387,11,27719
16377,12,28397
15996,13,28388
16073,14,28128
16103,15,27849
16376,16,27765
16558,17,27966
16602,18,28389
16586,19,28769
16752,20,28599
16807,21,28013
16985,22,27230
16945,23,26475
16949,24,25640
16889,1,23879
17161,2,22838
17155,3,21751
17189,4,20978
17195,5,20636
17122,6,21168
16963,7,22101
16814,8,23465
16874,9,24979
16449,10,26447
16107,11,27467
11727,12,28139
11105,13,28128
11620,14,27870
12129,15,27599
12938,16,27511
13386,17,27712
13647,18,28134
14432,19,28508
14739,20,28334
14746,21,27755
14944,22,26981
15081,23,26232
15079,24,25408
15151,1,23678
15270,2,22649
15248,3,21564
15384,4,20705
15340,5,20161
15601,6,20609
16106,7,21709
16069,8,23267
15914,9,24769
15810,10,26226
15675,11,27235
15556,12,27900
15347,13,27891
15398,14,27634
15336,15,27364
15334,16,27280
15772,17,27480
15938,18,27896
16081,19,28263
16384,20,28094
16427,21,27520
16644,22,26747
16673,23,26006
16879,24,25190
16834,1,23523
16808,2,22499
16881,3,21425
16836,4,20662
16916,5,20069
17440,6,20492
17532,7,21570
17099,8,23122
17027,9,24610
16615,10,26055
16577,11,27056
16242,12,27716
12246,13,27710
13257,14,27454
13247,15,27186
13753,16,27104
14714,17,27301
15440,18,27710
16065,19,28079
16710,20,27908
16975,21,27340
17130,22,26573
17277,23,25836
17226,24,25028
17630,1,23215
17336,2,22205
9418,3,21192
10429,4,20382
9880,5,19913
11395,6,20358
12000,7,21381
12855,8,22853
13742,9,24285
14755,10,25710
15451,11,26698
15788,12,27351
9418,13,27345
10429,14,27094
9880,15,26828
11395,16,26748
12000,17,26940
12855,18,27348
13742,19,27707
14755,20,27539
15451,21,26976
15788,22,26217
16054,23,25492
16148,24,24692
16563,1,22418
16814,2,21485
16971,3,20503
17097,4,19755
17124,5,19319
16969,6,19658
16808,7,20664
16926,8,22033
16789,9,23449
16725,10,24824
16614,11,25780
16669,12,26408
16730,13,26404
16092,14,26160
15909,15,25906
16381,16,25824
16540,17,26013
16624,18,26404
16842,19,26755
17023,20,26595
17115,21,26054
17058,22,25324
17294,23,24626
17283,24,23850
17231,1,23049
17386,2,22066
17558,3,21055
17553,4,20274
17366,5,19776
17635,6,20176
17807,7,21153
17724,8,22678
17409,9,24109
17041,10,25526
17079,11,26507
17007,12,27156
17150,13,27151
17152,14,26900
17441,15,26639
17546,16,26556
17814,17,26750
17900,18,27154
17754,19,27511
17764,20,27348
17831,21,26787
17993,22,26037
17867,23,25319
17852,24,24524
17872,1,23408
18057,2,22394
18159,3,21428
18215,4,20663
17899,5,20172
17653,6,20561
17719,7,21574
17664,8,23095
17527,9,24483
17508,10,25924
17683,11,26922
17647,12,27581
17903,13,27574
17845,14,27323
17962,15,27054
17990,16,26969
18068,17,27165
17847,18,27576
18165,19,27940
18373,20,27774
18327,21,27208
18330,22,26449
18288,23,25716
18079,24,24909
18216,1,23632
18236,2,22606
18055,3,21573
18095,4,20800
17979,5,20281
17977,6,20694
18171,7,21787
17551,8,23244
17300,9,24719
17326,10,26171
17652,11,27180
17970,12,27845
17715,13,27840
18065,14,27586
18304,15,27315
18175,16,27226
18435,17,27425
18385,18,27841
18748,19,28207
18915,20,28040
19170,21,27468
19052,22,26699
19106,23,25964
18871,24,25150
19023,1,24478
19101,2,23414
19083,3,22450
19047,4,21770
18750,5,21242
18706,6,21645
19014,7,22866
18574,8,24324
18227,9,25735
17961,10,27189
17686,11,28109
17896,12,28613
17945,13,28644
18012,14,28387
18123,15,28113
18201,16,28038
18242,17,28206
18173,18,28584
18354,19,28926
18639,20,28829
18628,21,28257
18648,22,27433
18891,23,26654
18940,24,25817
18823,1,24042
18993,2,22997
19036,3,21967
18994,4,21337
18710,5,20907
18649,6,21302
18949,7,22525
18836,8,23890
18491,9,25279
17961,10,26707
18079,11,27612
18058,12,28108
18160,13,28143
18079,14,27891
17999,15,27624
18169,16,27545
18151,17,27712
18389,18,28080
18438,19,28414
18567,20,28317
18600,21,27758
18637,22,26947
18636,23,26185
18738,24,25365
18711,1,24085
18807,2,23040
18835,3,22064
18753,4,21504
18688,5,21030
18444,6,21404
18287,7,22643
18138,8,23932
18040,9,25322
18090,10,26750
17905,11,27655
18014,12,28154
18149,13,28186
17964,14,27936
18008,15,27669
18163,16,27590
18150,17,27753
18337,18,28126
18700,19,28459
18816,20,28363
18882,21,27801
18752,22,26993
18896,23,26230
18944,24,25408
18737,1,24064
18679,2,23019
18519,3,22010
18504,4,21334
18687,5,21075
18389,6,21400
18540,7,22561
18485,8,23912
18144,9,25296
17726,10,26727
18032,11,27633
18382,12,28128
18284,13,28158
18172,14,27910
18318,15,27642
18146,16,27564
18621,17,27732
18881,18,28101
19049,19,28434
19468,20,28339
19398,21,27775
19120,22,26968
19140,23,26204
19031,24,25384
19041,1,23960
19123,2,22924
19194,3,22112
19343,4,21458
19209,5,21005
19118,6,21398
19115,7,22541
19326,8,23808
19046,9,25190
18371,10,26608
18306,11,27512
17886,12,28006
18016,13,28035
18177,14,27789
18414,15,27522
18729,16,27446
18782,17,27608
18776,18,27978
19034,19,28311
19064,20,28214
18980,21,27655
18957,22,26850
19010,23,26089
18548,24,25268
18598,1,23979
18647,2,22961
18617,3,22083
18633,4,21270
18626,5,20825
18584,6,21220
18582,7,22406
18353,8,23784
18139,9,25161
17919,10,26582
17745,11,27483
17749,12,27974
17647,13,28006
17595,14,27756
17520,15,27488
17321,16,27414
17471,17,27579
17616,18,27948
18302,19,28278
18729,20,28188
18714,21,27629
18696,22,26824
18609,23,26061
18550,24,25245
18376,1,23696
18358,2,22808
18362,3,22019
18392,4,21146
18357,5,20739
18248,6,21050
18336,7,22171
18295,8,23545
18055,9,24908
18125,10,26318
17994,11,27209
17809,12,27679
17589,13,27707
17561,14,27454
17893,15,27215
17998,16,27133
18172,17,27267
18503,18,27615
18829,19,27930
18910,20,27851
19068,21,27320
19047,22,26554
18989,23,25803
18675,24,24996
18782,1,23909
18648,2,22872
18152,3,21927
17009,4,21266
18054,5,20891
18222,6,21185
18506,7,22347
18119,8,23757
17953,9,25136
17859,10,26554
17809,11,27454
17730,12,27932
17774,13,27961
17860,14,27702
17824,15,27464
17945,16,27380
17939,17,27515
17923,18,27866
18239,19,28185
17978,20,28102
17578,21,27566
17985,22,26795
18501,23,26037
19069,24,25218
18394,1,24008
18540,2,22966
18556,3,22015
18564,4,21345
18537,5,20968
18608,6,21293
18551,7,22620
18348,8,23912
18433,9,25243
18492,10,26667
18114,11,27572
18228,12,28049
18127,13,28076
18141,14,27815
17894,15,27575
17840,16,27491
17622,17,27629
17943,18,27981
18208,19,28301
18509,20,28221
18425,21,27684
18315,22,26906
18514,23,26141
18783,24,25322
18700,1,24611
18735,2,23543
18300,3,22474
17932,4,21767
18095,5,21357
18108,6,21767
18295,7,22991
18496,8,24456
18746,9,25876
18765,10,27337
18676,11,28263
18614,12,28754
18821,13,28784
18889,14,28519
18740,15,28274
18907,16,28184
18917,17,28323
19026,18,28687
19164,19,29019
19036,20,28935
19228,21,28381
19140,22,27583
19081,23,26802
18906,24,25959
18834,1,24906
18693,2,23948
18720,3,22988
18755,4,22219
18550,5,21924
18250,6,22252
18108,7,23275
17934,8,24750
17834,9,26187
17812,10,27667
17866,11,28607
16786,12,29098
16508,13,29127
17439,14,28859
17973,15,28610
18161,16,28524
18456,17,28664
18511,18,29030
18730,19,29368
18865,20,29284
18835,21,28727
18871,22,27918
18762,23,27125
18754,24,26270
18207,1,25460
18275,2,24355
18246,3,23249
18281,4,22504
18144,5,22100
18186,6,22517
18212,7,23784
18254,8,25301
18079,9,26771
17791,10,28284
17588,11,29244
17359,12,29748
17610,13,29778
17514,14,29502
17710,15,29249
17657,16,29161
17966,17,29303
18052,18,29676
18164,19,30019
18206,20,29935
18561,21,29363
18596,22,28539
18551,23,27730
18405,24,26857
18636,1,25281
18706,2,24182
18684,3,23089
18645,4,22606
18635,5,22277
18409,6,22638
18147,7,23679
17868,8,25120
17438,9,26578
17067,10,28081
16954,11,29032
16851,12,29536
17061,13,29565
17153,14,29293
17106,15,29040
17288,16,28954
17276,17,29094
17437,18,29464
17865,19,29803
18051,20,29719
18126,21,29150
18161,22,28334
18086,23,27528
18171,24,26665
18000,1,24546
18023,2,23483
18027,3,22420
18097,4,21703
18073,5,21383
18081,6,21776
18058,7,22976
18045,8,24392
18004,9,25804
17961,10,27260
17915,11,28187
17547,12,28681
17523,13,28716
17571,14,28453
17478,15,28208
17426,16,28119
17833,17,28255
18028,18,28612
18119,19,28940
18284,20,28850
18076,21,28299
18024,22,27507
18096,23,26731
18052,24,25895
18232,1,24380
18265,2,23325
18330,3,22266
18378,4,21587
18203,5,21245
17739,6,21623
17454,7,22778
17336,8,24225
17232,9,25633
17395,10,27079
17731,11,27997
17734,12,28485
17727,13,28521
17629,14,28260
17856,15,28015
17743,16,27927
17809,17,28064
17784,18,28419
18224,19,28745
18327,20,28659
18446,21,28110
18280,22,27325
18364,23,26552
18243,24,25722
18233,1,24935
18260,2,23855
18290,3,22773
18362,4,22061
18539,5,21668
18543,6,22099
18563,7,23298
18599,8,24779
18434,9,26216
18289,10,27696
18226,11,28638
18226,12,29136
18015,13,29167
15988,14,28899
17379,15,28653
17666,16,28561
18070,17,28702
18134,18,29064
18329,19,29399
18358,20,29312
18423,21,28753
18434,22,27949
18521,23,27158
18512,24,26306
18228,1,25465
18375,2,24362
18403,3,23256
18496,4,22513
18379,5,22083
18347,6,22524
18219,7,23793
18137,8,25306
18010,9,26775
18140,10,28287
18037,11,29248
17977,12,29755
17923,13,29785
17725,14,29513
17651,15,29260
17760,16,29169
17794,17,29309
17730,18,29682
17962,19,30024
18312,20,29936
18424,21,29366
17990,22,28542
17867,23,27733
17845,24,26867
18074,1,25837
18266,2,24718
18422,3,23600
18482,4,22844
18459,5,22407
18279,6,22854
18467,7,24142
18303,8,25680
18044,9,27169
17818,10,28705
17771,11,29646
17695,12,30123
17759,13,30152
17963,14,29904
18002,15,29655
13445,16,29582
12400,17,29724
13119,18,30107
14955,19,30456
16420,20,30358
17132,21,29799
17292,22,28964
17576,23,28144
17633,24,27261
17792,1,25920
17798,2,24796
17855,3,23674
17831,4,22917
17677,5,22478
17876,6,22925
17875,7,24216
17632,8,25757
17640,9,27254
17657,10,28793
17701,11,29738
17545,12,30219
17324,13,30247
17800,14,29998
17751,15,29749
17748,16,29678
17888,17,29819
17918,18,30199
18168,19,30552
18290,20,30457
18206,21,29892
18135,22,29055
18287,23,28231
18086,24,27345
18047,1,25143
17970,2,24055
17948,3,22965
18098,4,22229
18203,5,21856
18266,6,22263
18338,7,23493
17933,8,24987
17710,9,26436
17571,10,27927
17501,11,28814
17179,12,29268
17155,13,29307
17414,14,29085
17567,15,28861
17714,16,28787
17505,17,28908
17746,18,29264
18094,19,29603
18351,20,29505
18457,21,28988
18485,22,28177
18515,23,27381
18553,24,26523
18300,1,24937
18273,2,23855
18404,3,22772
18339,4,22045
18241,5,21628
18138,6,22057
17987,7,23301
18114,8,24781
18154,9,26221
18027,10,27700
17756,11,28580
17768,12,29028
17690,13,29065
17718,14,28846
17807,15,28623
17939,16,28551
17964,17,28671
18109,18,29022
18024,19,29364
18246,20,29265
18480,21,28759
18338,22,27952
17857,23,27161
17459,24,26309
17687,1,25130
17796,2,24037
17760,3,22948
17756,4,22216
17835,5,21793
17974,6,22225
18237,7,23477
17697,8,24973
17301,9,26423
17394,10,27915
17373,11,28798
17155,12,29248
15894,13,29286
16037,14,29063
17014,15,28840
17210,16,28768
17511,17,28889
17731,18,29245
18080,19,29587
18024,20,29489
18087,21,28979
18174,22,28167
18420,23,27369
18192,24,26511
18592,1,25340
18683,2,24237
18753,3,23139
18687,4,22406
18431,5,22013
18243,6,22452
18220,7,23674
18112,8,25184
18041,9,26645
17923,10,28147
17617,11,29040
17782,12,29496
18030,13,29534
18017,14,29306
18122,15,29080
18029,16,29008
18003,17,29133
18136,18,29490
18102,19,29836
18125,20,29739
18212,21,29223
18200,22,28406
18215,23,27599
17982,24,26733
18185,1,25128
18287,2,24037
17783,3,22947
17780,4,22228
17557,5,21797
17479,6,22221
17629,7,23482
17460,8,24970
17790,9,26419
17935,10,27910
17838,11,28797
18170,12,29247
18183,13,29283
18204,14,29058
18344,15,28837
18400,16,28767
18372,17,28887
18294,18,29240
18580,19,29584
18587,20,29486
18701,21,28976
18496,22,28166
18233,23,27366
18292,24,26508
18519,1,25396
18604,2,24297
18585,3,23209
18713,4,22540
18726,5,22051
18780,6,22461
18497,7,23728
18221,8,25238
18161,9,26701
18115,10,28208
18039,11,29106
17958,12,29561
17965,13,29597
17934,14,29372
18004,15,29146
18065,16,29075
18123,17,29197
17997,18,29555
18369,19,29902
18694,20,29803
18711,21,29285
18556,22,28466
18357,23,27658
17990,24,26791
18153,1,25373
18187,2,24270
18130,3,23207
18290,4,22478
18140,5,22029
18009,6,22442
18145,7,23707
18066,8,25214
17982,9,26679
17474,10,28182
17678,11,29079
17527,12,29534
17702,13,29570
17769,14,29344
17717,15,29120
17976,16,29047
17945,17,29171
18171,18,29527
18301,19,29873
18498,20,29773
18324,21,29256
18073,22,28437
18267,23,27629
18293,24,26766
18272,1,25806
18406,2,24688
18539,3,23565
18726,4,22813
18594,5,22410
18349,6,22825
18354,7,24113
18414,8,25649
18251,9,27137
18295,10,28668
18135,11,29578
17931,12,30040
17855,13,30090
17787,14,29847
17936,15,29617
17960,16,29544
18173,17,29672
17950,18,30035
17875,19,30386
18256,20,30287
18480,21,29760
18521,22,28927
18458,23,28104
18072,24,27224
18271,1,25910
18246,2,24783
18505,3,23692
18599,4,22971
18371,5,22532
18153,6,22936
18180,7,24205
18115,8,25750
17796,9,27245
17473,10,28785
17545,11,29696
17565,12,30152
17429,13,30187
17679,14,29942
17692,15,29736
17532,16,29662
17779,17,29790
17740,18,30154
17906,19,30490
18012,20,30409
18088,21,29878
18149,22,29042
18037,23,28217
18075,24,27334
17678,1,25890
17814,2,24764
17828,3,23640
17844,4,22910
17964,5,22471
18116,6,22895
17948,7,24187
17867,8,25730
17779,9,27224
17728,10,28759
17686,11,29673
17587,12,30127
17492,13,30167
17487,14,29917
17536,15,29711
17664,16,29636
17865,17,29764
17736,18,30130
18098,19,30463
18336,20,30379
18513,21,29852
18445,22,29017
18487,23,28193
18467,24,27309
18461,1,25652
18451,2,24538
18587,3,23424
18556,4,22717
18082,5,22310
18155,6,22685
18410,7,23967
18449,8,25494
18109,9,26973
17613,10,28495
17553,11,29400
17532,12,29852
17514,13,29889
17524,14,29645
17641,15,29441
17526,16,29370
17402,17,29495
17267,18,29854
17120,19,30182
17068,20,30101
16939,21,29578
17311,22,28747
17508,23,27935
17600,24,27060
17845,1,25546
17935,2,24437
17938,3,23328
17950,4,22581
18079,5,22147
18000,6,22588
17462,7,23865
16930,8,25386
16672,9,26861
16723,10,28377
17058,11,29277
17006,12,29728
17046,13,29767
17112,14,29522
17213,15,29319
17250,16,29249
16933,17,29371
16917,18,29731
16984,19,30056
16978,20,29973
16957,21,29454
17053,22,28630
17429,23,27817
17417,24,26943
17558,1,25524
17742,2,24417
17918,3,23343
17819,4,22617
17913,5,22131
17814,6,22572
17879,7,23845
17826,8,25365
17609,9,26837
17465,10,28354
17353,11,29254
17410,12,29704
17397,13,29742
17281,14,29502
17375,15,29295
17315,16,29221
16871,17,29348
16641,18,29707
16752,19,30033
16967,20,29951
17160,21,29434
17268,22,28606
17249,23,27795
17294,24,26926
16769,1,25047
16412,2,23959
16433,3,22873
16585,4,22158
17038,5,21757
17212,6,22167
17331,7,23404
17179,8,24893
16880,9,26334
16440,10,27821
15891,11,28702
15606,12,29148
15719,13,29183
15679,14,28945
15997,15,28748
16434,16,28674
16626,17,28798
16981,18,29148
17239,19,29469
17311,20,29385
16607,21,28874
16503,22,28069
16677,23,27275
16516,24,26420
16582,1,25457
16817,2,24354
17043,3,23248
17096,4,22503
17551,5,22075
17881,6,22515
17868,7,23787
17646,8,25303
17504,9,26773
17305,10,28282
17206,11,29180
17096,12,29629
17328,13,29667
17392,14,29424
17397,15,29221
17299,16,29149
17621,17,29274
17649,18,29631
17733,19,29957
17940,20,29877
18217,21,29359
18002,22,28533
17927,23,27725
17784,24,26858
17756,1,25959
17853,2,24835
17777,3,23705
17786,4,22947
17862,5,22509
17898,6,22958
17848,7,24254
17639,8,25801
17339,9,27298
17198,10,28839
17053,11,29753
17165,12,30212
16956,13,30249
16787,14,30002
16888,15,29795
16981,16,29722
17085,17,29848
16958,18,30213
16824,19,30547
16753,20,30464
16695,21,29936
16653,22,29097
16648,23,28274
16302,24,27389
15574,1,25856
15416,2,24731
15009,3,23611
14988,4,22852
15157,5,22478
15815,6,22903
16244,7,24158
16233,8,25696
16023,9,27189
16326,10,28721
16269,11,29634
14907,12,30089
11127,13,30128
12822,14,29883
14329,15,29676
14836,16,29600
15738,17,29727
16118,18,30092
16647,19,30425
16984,20,30342
16878,21,29817
16967,22,28980
17005,23,28157
16894,24,27276
17105,1,25277
16872,2,24180
16532,3,23082
16496,4,22342
16387,5,21917
15929,6,22355
16041,7,23617
15827,8,25121
15891,9,26577
16165,10,28079
16316,11,28970
16134,12,29416
16464,13,29456
15943,14,29214
15902,15,29013
16411,16,28940
16405,17,29064
16741,18,29420
17117,19,29745
17535,20,29660
17383,21,29147
17422,22,28330
17336,23,27525
17315,24,26664
17657,1,24559
17757,2,23512
17784,3,22425
17932,4,21733
18133,5,21376
18088,6,21732
17982,7,22948
17871,8,24408
17505,9,25821
17671,10,27279
17631,11,28145
14689,12,28578
15918,13,28616
16515,14,28382
17221,15,28188
17037,16,28119
17313,17,28234
17509,18,28583
17620,19,28893
17774,20,28816
18095,21,28316
18058,22,27522
17980,23,26744
17659,24,25907
17591,1,24318
17093,2,23304
17508,3,22315
17579,4,21612
17654,5,21194
17559,6,21551
17381,7,22739
17298,8,24172
17101,9,25573
16935,10,27018
17355,11,27873
17489,12,28304
17418,13,28342
17486,14,28111
17578,15,27916
17321,16,27847
17531,17,27979
17557,18,28357
17721,19,28768
17917,20,28679
18170,21,28074
18047,22,27259
17948,23,26489
17963,24,25657
17775,1,23929
17873,2,22929
18005,3,21980
18298,4,21282
18144,5,20853
18021,6,21211
18203,7,22372
18156,8,23782
17958,9,25163
17758,10,26583
17752,11,27425
17581,12,27849
17772,13,27887
17890,14,27659
18110,15,27472
18250,16,27400
18332,17,27529
18400,18,27903
18696,19,28305
18860,20,28221
18910,21,27627
18656,22,26823
18054,23,26062
17990,24,25248
18010,1,23935
18623,2,22933
18685,3,21909
18593,4,21227
18433,5,20825
18481,6,21255
18639,7,22366
18411,8,23790
17916,9,25172
18021,10,26588
17897,11,27434
17997,12,27856
18381,13,27894
18280,14,27667
18210,15,27475
18466,16,27406
18361,17,27535
18122,18,27910
18608,19,28313
18686,20,28230
18808,21,27634
18691,22,26829
18543,23,26067
18630,24,25253
18233,1,23987
18544,2,22986
18286,3,21940
18219,4,21273
18328,5,20866
18320,6,21252
18616,7,22417
18523,8,23843
18250,9,25226
17984,10,26649
18034,11,27495
18305,12,27917
18470,13,27955
18372,14,27729
18409,15,27537
18540,16,27466
18776,17,27597
18970,18,27971
19219,19,28373
19355,20,28290
19302,21,27694
19182,22,26888
19202,23,26123
19078,24,25308
19293,1,24198
19092,2,23187
18799,3,22153
18639,4,21490
18354,5,21092
18165,6,21443
18309,7,22613
18141,8,24053
18187,9,25449
18058,10,26883
18408,11,27734
18670,12,28159
18765,13,28194
18970,14,27964
19115,15,27769
19083,16,27702
18988,17,27835
18995,18,28211
19577,19,28620
19557,20,28535
19294,21,27934
19141,22,27119
19261,23,26350
19179,24,25527
18925,1,24243
19125,2,23228
18974,3,22257
18776,4,21589
18228,5,21217
17964,6,21587
18478,7,22692
18945,8,24096
18719,9,25493
18719,10,26930
18701,11,27787
18671,12,28213
18822,13,28248
18748,14,28016
18713,15,27826
18731,16,27756
18843,17,27885
18867,18,28266
18903,19,28674
18962,20,28588
19059,21,27985
18878,22,27170
18750,23,26401
18847,24,25574
18900,1,24864
18963,2,23823
18995,3,22743
18908,4,22054
18980,5,21705
18803,6,22075
18734,7,23298
18622,8,24709
18258,9,26143
18503,10,27620
18634,11,28497
18452,12,28934
18258,13,28973
18415,14,28732
18586,15,28535
18486,16,28465
18788,17,28599
18836,18,28989
18862,19,29410
18735,20,29323
18819,21,28703
18663,22,27866
18788,23,27076
18842,24,26228
18808,1,25620
18940,2,24548
18951,3,23433
18753,4,22718
18762,5,22290
18877,6,22694
18947,7,23937
18788,8,25462
18600,9,26941
18316,10,28462
18331,11,29369
18256,12,29817
18254,13,29853
18222,14,29608
18218,15,29404
18288,16,29332
18317,17,29473
18238,18,29874
18481,19,30307
18676,20,30221
18712,21,29581
18729,22,28719
18756,23,27903
18731,24,27030
18905,1,25614
18734,2,24543
18760,3,23427
18827,4,22700
18915,5,22351
18943,6,22687
18941,7,23930
18861,8,25456
18286,9,26932
18029,10,28453
18225,11,29360
18254,12,29805
18397,13,29845
18305,14,29602
18141,15,29398
18355,16,29325
18732,17,29464
18785,18,29863
19045,19,30298
18988,20,30211
18937,21,29574
18913,22,28710
18966,23,27896
18900,24,27022
18834,1,25596
18824,2,24527
18817,3,23413
18636,4,22754
18609,5,22331
18332,6,22689
18554,7,23910
18511,8,25435
18368,9,26913
17994,10,28432
17565,11,29336
17249,12,29782
17870,13,29822
18063,14,29578
18352,15,29375
18479,16,29304
18547,17,29441
18761,18,29840
18960,19,30274
18959,20,30184
19111,21,29547
19057,22,28685
19075,23,27873
18909,24,26999
19174,1,25666
19143,2,24592
19289,3,23475
19251,4,22745
19251,5,22406
19055,6,22765
18940,7,23980
18757,8,25505
18691,9,26986
18374,10,28507
18645,11,29411
18530,12,29862
18503,13,29904
18204,14,29659
18154,15,29453
18211,16,29383
18614,17,29521
18778,18,29921
18944,19,30355
19164,20,30263
19115,21,29624
18926,22,28761
19129,23,27947
19005,24,27074
18993,1,25574
19028,2,24504
19202,3,23392
19031,4,22663
19108,5,22242
18991,6,22651
18903,7,23893
18790,8,25415
18577,9,26888
18580,10,28406
18567,11,29307
16776,12,29756
16987,13,29795
17258,14,29550
17505,15,29346
17351,16,29274
17389,17,29415
18055,18,29812
18316,19,30243
18369,20,30153
18388,21,29517
18467,22,28657
18670,23,27846
18629,24,26977
18486,1,25233
18624,2,24178
18607,3,23076
18591,4,22369
18543,5,21973
18642,6,22366
18627,7,23575
18314,8,25076
18043,9,26534
17740,10,28029
17747,11,28920
17582,12,29363
17585,13,29401
17719,14,29160
17837,15,28957
17618,16,28887
18096,17,29023
18381,18,29417
18558,19,29844
18705,20,29757
18813,21,29127
18691,22,28281
18837,23,27479
19009,24,26615
19081,1,23834
19131,2,23014
19188,3,22277
18982,4,21667
18871,5,21429
18561,6,21889
18633,7,23154
18622,8,24588
18592,9,25975
18286,10,27433
18171,11,28315
18247,12,28798
17968,13,28818
17954,14,28584
17928,15,28240
18373,16,27998
18478,17,28248
18747,18,28917
18809,19,29602
18595,20,29151
18403,21,28487
18473,22,27609
18346,23,26725
18619,24,25891
18688,1,23845
18835,2,23037
19194,3,22267
19116,4,21722
19010,5,21527
18983,6,21939
19095,7,23219
19025,8,24595
18915,9,25984
18501,10,27442
18518,11,28328
18302,12,28811
18279,13,28828
17973,14,28597
17798,15,28251
17841,16,28006
17990,17,28257
18225,18,28927
18801,19,29615
18627,20,29160
18669,21,28497
18649,22,27622
18374,23,26735
17877,24,25905
18264,1,23799
18334,2,22985
18482,3,22220
18502,4,21793
18356,5,21626
18265,6,22039
18150,7,23110
18405,8,24552
18375,9,25935
18285,10,27389
18327,11,28274
18156,12,28760
18043,13,28775
18034,14,28542
18084,15,28202
18191,16,27957
18419,17,28205
18346,18,28872
18652,19,29557
18665,20,29109
18890,21,28443
18830,22,27569
18840,23,26684
18290,24,25856
18267,1,23816
18515,2,22877
18643,3,22064
18634,4,21448
18645,5,21247
18598,6,21673
18791,7,22728
18508,8,24114
18226,9,25571
18200,10,27032
18086,11,28024
17862,12,28518
17670,13,28623
17682,14,28257
18236,15,27857
18332,16,27717
18390,17,27917
18403,18,28541
18969,19,29097
19057,20,28807
19016,21,28136
18900,22,27270
18814,23,26348
18800,24,25481
18983,1,23448
18940,2,22439
18822,3,21554
19038,4,20904
19176,5,20626
19137,6,21029
19088,7,22012
19060,8,23365
18877,9,24871
18769,10,26452
18704,11,27581
18529,12,28148
18366,13,28251
18367,14,27764
18523,15,27288
18736,16,27151
18726,17,27495
18922,18,28118
19052,19,28823
19216,20,28200
19001,21,27495
18943,22,26651
19046,23,25773
18999,24,24881
18600,1,22199
18057,2,21180
17099,3,20391
17364,4,19779
16905,5,19519
16356,6,19927
16042,7,20831
15870,8,22216
15393,9,23787
14878,10,25234
14228,11,26313
14308,12,26987
14166,13,27189
14292,14,26582
14038,15,25892
14011,16,25725
14124,17,26131
14137,18,26896
14270,19,27695
14143,20,26957
14303,21,26052
14146,22,25197
14038,23,24344
14251,24,23483
14263,1,21851
14305,2,20847
14509,3,20076
14562,4,19494
14581,5,19238
14717,6,19613
14696,7,20501
14603,8,21861
14489,9,23406
14329,10,24828
14694,11,25893
14485,12,26559
14404,13,26757
14713,14,26163
14652,15,25481
14419,16,25316
14508,17,25711
14552,18,26463
14488,19,27244
14697,20,26523
14640,21,25635
14506,22,24798
14365,23,23959
14261,24,23115
14521,1,21716
14588,2,20722
14589,3,19988
14753,4,19474
14923,5,19257
14776,6,19590
14966,7,20376
14900,8,21726
14839,9,23263
14931,10,24676
14297,11,25736
14757,12,26397
15155,13,26597
15405,14,26004
15906,15,25326
15942,16,25162
16157,17,25556
16397,18,26304
16571,19,27079
16639,20,26363
16783,21,25479
16566,22,24647
16470,23,23813
16387,24,22972
16632,1,21698
16795,2,20709
17051,3,19927
16964,4,19360
17055,5,19077
16982,6,19434
16926,7,20365
16446,8,21685
16467,9,23219
16281,10,24630
16597,11,25684
16886,12,26369
16818,13,26684
17096,14,25983
17240,15,25262
17215,16,25158
17383,17,25658
17516,18,26523
17733,19,27468
17844,20,26584
17652,21,25555
17727,22,24436
17786,23,23506
17767,24,22599
17777,1,22433
17810,2,21413
17807,3,20616
17682,4,20019
17482,5,19725
17498,6,20097
17797,7,21057
17776,8,22423
17607,9,24009
17570,10,25467
17612,11,26556
17623,12,27264
17617,13,27590
17555,14,26863
17704,15,26117
17667,16,26015
17791,17,26529
17805,18,27425
18004,19,28407
17967,20,27492
17974,21,26426
17323,22,25265
16824,23,24300
16524,24,23362
16117,1,21191
16126,2,20175
16500,3,19443
16791,4,18854
16627,5,18643
16781,6,18984
16998,7,19956
17245,8,21319
17153,9,22895
17004,10,24369
17059,11,25488
17115,12,26210
16747,13,26543
16838,14,25833
16878,15,25056
16831,16,24990
16952,17,25425
17284,18,26320
17388,19,27249
17139,20,26365
17167,21,25290
17115,22,24155
16824,23,23124
16525,24,21991
16425,1,20104
16750,2,19095
16998,3,18349
17011,4,17796
17045,5,17661
16830,6,17916
16346,7,18833
16373,8,20122
16207,9,21608
16116,10,23002
16325,11,24053
16506,12,24736
16432,13,25052
16392,14,24382
16532,15,23650
16665,16,23586
16880,17,23995
16940,18,24839
16988,19,25717
17154,20,24883
